title,company,description,link,listedOn,email,phone,city,region,salary,runDate
Global Business Development Manager,Enatel,We are looking to grow our Sales team with the new role of Global Business Development Manager.,https://www.seek.co.nz/job/75747384?type=standout&ref=search-standalone&origin=cardTitle#sol=0a74cbb5b4fa84162136a1ae14a91429e5087779,,recruitment@enatel.net,,Wellington Central,Wellington,,2024-05-10
Assessor Health & Wellbeing - Nationwide,Careerforce,"This role involves the provision of coaching, assessment feedback and assessment of qualifications up to and including Level 5, and support to akonga.",https://www.seek.co.nz/job/75753213?type=standout&ref=search-standalone&origin=cardTitle#sol=1c8afbfe7e8b4e98602408fe7f4862f59d4b5a73,,Damon.harrison@careerforce.org.nz,,Wellington Central,Wellington,,2024-05-10
Senior Communications Advisor,Energy Efficiency & Conservation Authority,An exciting fixed-term opportunity to join EECA's communications and content team,https://www.seek.co.nz/job/75745469?type=standout&ref=search-standalone&origin=cardTitle#sol=dda59391855613e5ded5f78fad282d3e2c15bc4e,,careers@eeca.govt.nz,,Wellington Central,Wellington,,2024-05-10
Youth Wellbeing Clinician,Nelson Bays Primary Health,"An exciting role within the Youth Mental Health & Addiction programme, presenting an opportunity for helping young people across our community.",https://www.seek.co.nz/job/75739161?type=standout&ref=search-standalone&origin=cardTitle#sol=ad34474e5dd9ece0858542c0e1b2f31a4cc1af91,,hr@nbph.org.nz,,Wellington Central,Wellington,,2024-05-10
Assessor Health & Wellbeing - Nationwide,Careerforce,"This role involves the provision of coaching, assessment feedback and assessment of qualifications up to and including Level 5, and support to akonga.",https://www.seek.co.nz/job/75753195?type=standout&ref=search-standalone&origin=cardTitle#sol=b301f0d0e09b2ec4576d154e1f187f287f19232e,,Damon.harrison@careerforce.org.nz,,Wellington Central,Wellington,,2024-05-10
Business Development Manager,Build People Ltd,"Join NZ's glass leader - master the industry, champion client success, and elevate your career!",https://www.seek.co.nz/job/75740591?type=standout&ref=search-standalone&origin=cardTitle#sol=b971516ddc367c08e539b2b03dea31f9daed8757,,,021 159 4513,Wellington Central,Wellington,,2024-05-10
Regulatory Affairs Specialist,Fisher & Paykel Healthcare,Add value and grow your career in a menaingful role with a reputable company and a household name in NZ,https://www.seek.co.nz/job/75740705?type=standout&ref=search-standalone&origin=cardTitle#sol=5bab0a08558b30f84b52da6be8814568967a6f93,,recruit@fphcare.co.nz,,Wellington Central,Wellington,,2024-05-10
Regulatory Affairs Specialist - Fixed Term,Fisher & Paykel Healthcare,Opportunity to develop your experience in a 9 month fixed term parental leave cover position with a reputable and iconic NZ business,https://www.seek.co.nz/job/75740930?type=standout&ref=search-standalone&origin=cardTitle#sol=cb050522eff628f15dc4a5756d54d7ef4f35cfe1,,recruit@fphcare.co.nz,,Wellington Central,Wellington,,2024-05-10
Manager - Planning & Performance,Crown Law,Join an organisation with a clear vision that makes a difference for New Zealanders.,https://www.seek.co.nz/job/75743844?type=promoted&ref=search-standalone&origin=cardTitle#sol=48313fe070977a474ad085e01e2735c71d95da6f,,HR@crownlaw.govt.nz,,Thorndon,Wellington,"$100,000 – $120,000 per year",2024-05-10
Kaitakawaenga - Literacy Facilitator,Massey University,Passionate about education? Experienced Literacy Facilitator? Join our team and make a difference!,https://www.seek.co.nz/job/75745659?type=standout&ref=search-standalone&origin=cardTitle#sol=9f7cf5c89e571e00325fa80d1f082753d2ca7400,,,0211709286,Thorndon,Wellington,"$75,000 – $110,000 per year + commission/contract",2024-05-10
Rural-Court dual reporter - Ashburton Guardian,Ashburton Guardian,"Report on court news in Ashburton, Timaru and Christchurch and provide agricultural content for award winning Ashburton Guardian.",https://www.seek.co.nz/job/75744611?type=standard&ref=search-standalone&origin=cardTitle#sol=99fa0f2185504f6b6e71635b92117da201f4abab,,daisy.h@theguardian.co.nz,022 123 0287,Thorndon,Wellington,Competitive salary and benefits package,2024-05-10
Sales Manager,ADVANCE INTERNATIONAL CLEANING SYSTEMS (NZ) LTD,"We are seeking an organised, dynamic and results focused Sales Manager-Leader to promote and represent our products in the greater Waikato Region",https://www.seek.co.nz/job/75739402?type=standout&ref=search-standalone&origin=cardTitle#sol=c0324f3337ac077bd16247b96da4757cd0870d72,,careers@advanceclean.co.nz,,Thorndon,Wellington,,2024-05-10
Education and Employment Lead,Te Runanga o Toa Rangatira Inc,Join an organisation that is dedicated to making a positive difference in our community. Apply today.,https://www.seek.co.nz/job/75752955?type=standout&ref=search-standalone&origin=cardTitle#sol=35d90dacee4da46417fca0f673131b0d06636e78,,,027 655 2970,Thorndon,Wellington,,2024-05-10
Architectural Technician/Designer,Archispace,"We design and develop multi-residential projects. Join the team and grow. Options - Flexible hours, remote, contract work, bonuses.",https://www.seek.co.nz/job/75743192?type=standout&ref=search-standalone&origin=cardTitle#sol=f7c37a5a3c95436671aef2321030f2b58bc635cf,,tim@archispace.co.nz,,Thorndon,Wellington,,2024-05-10
Commercial Business Accountant,Fluid Accounting and Finance,Are you a skilled and detail-oriented accountant looking for an exciting contract opportunity in Hamilton?,https://www.seek.co.nz/job/75742176?type=standout&ref=search-standalone&origin=cardTitle#sol=e88f0392c240a183ce55d5c0e5095a616951754d,,james@fluidrecruitment.com,,Thorndon,Wellington,,2024-05-10
Complaint Facilitator,Real Estate Authority,"Apply your experience in conflict, complaint or case management to handle complaints in the Real Estate sector in a supportive organisation.",https://www.seek.co.nz/job/75740724?type=standout&ref=search-standalone&origin=cardTitle#sol=42ca4f5f2629e3733eb160bf6b1770005e0fc84f,,recruitment@rea.govt.nz,,Thorndon,Wellington,,2024-05-10
National Manager Property - Flexible location - Permanent,Fire and Emergency New Zealand,Property management at FENZ is changing and we are seeking an outstanding individual to manage our property portfolio.,https://www.seek.co.nz/job/75743604?type=standout&ref=search-standalone&origin=cardTitle#sol=c8dfe96d26c3fdaa1a17cb71fc85705ed593fb98,,nhqjobs@fireandemergency.nz,,Thorndon,Wellington,,2024-05-10
Kaitakawaenga - Literacy Facilitator,Massey University,Passionate about education? Experienced Literacy Facilitator? Join our team and make a difference!,https://www.seek.co.nz/job/75745646?type=standout&ref=search-standalone&origin=cardTitle#sol=9ebbc8931fd6a551e4528c396aad9e41d9693d87,,,0211709286,Thorndon,Wellington,,2024-05-10
Project and Process Improvement Engineer,Technical Recruitment Solutions,"Newly created Project Engineering role within a modern, automated plant with a range of interesting capital projects. South Auckland location.",https://www.seek.co.nz/job/75752036?type=standout&ref=search-standalone&origin=cardTitle#sol=05392a5644da774c819235a689f06b5aea9d6592,,olivia@trs.co.nz,,Thorndon,Wellington,,2024-05-10
Maintenance Engineer,Scitex Recruitment Limited,Join a pharmaceutical company who has been in the industry for more than 30 years! Well respected for their fantastic culture & future career growth.,https://www.seek.co.nz/job/75750989?type=standout&ref=search-standalone&origin=cardTitle#sol=78333cd029dd5133d429e2585d0c79aa13535fc5,,clarence@scitexgroup.com,,Thorndon,Wellington,,2024-05-10
"Social workers, RNs, OTs, Psychotherapists, Health Professionals TBI experience",tlc4u2 Ltd,"Great opportunity for a standout person to work as part of a great team, providing support to a female client in her own home and community.",https://www.seek.co.nz/job/75744627?type=standout&ref=search-standalone&origin=cardTitle#sol=43eec534f15f17664a4eff9d0bbe74b26531bf0d,,recruitment@tlc4u2.co.nz,,Auckland Airport,Auckland,base plus kiwsaver and benefits,2024-05-10
"Social workers, RNs, OTs, Psychotherapists, Health Professionals TBI experience",tlc4u2 Ltd,"Great opportunity for a standout person to work as part of a great team, providing support to a female client in her own home and community.",https://www.seek.co.nz/job/75744581?type=standout&ref=search-standalone&origin=cardTitle#sol=25dd58a1676aee0caa0e95c4b826809d22df5752,,recruitment@tlc4u2.co.nz,,Auckland Airport,Auckland,$120K - $130K,2024-05-10
"Social workers, RNs, OTs, Psychotherapists, Health Professionals TBI experience",tlc4u2 Ltd,"Great opportunity for a standout person to work as part of a great team, providing support to a female client in her own home and community.",https://www.seek.co.nz/job/75744721?type=standout&ref=search-standalone&origin=cardTitle#sol=2035df57933a0d13d067ed4e268727ff91d6c622,,recruitment@tlc4u2.co.nz,,Auckland Airport,Auckland,,2024-05-10
Senior Contract Manager - Business Partner,Land Information New Zealand,Provide specialised advice to our property management teams and feed into the delivery of Crown Property objectives and work programmes.,https://www.seek.co.nz/job/75740675?type=standout&ref=search-standalone&origin=cardTitle#sol=09cf4e7e40ed39af8ffebbd96407236465dd5116,,opportunities@linz.govt.nz,,Auckland Airport,Auckland,,2024-05-10
Senior Digital Transformation Consultant - APAC,Mike Greer Homes,Looking for a Digital Transformation Manager - Industry 4.0 champion,https://www.seek.co.nz/job/75740899?type=standout&ref=search-standalone&origin=cardTitle#sol=8474241459af37c91e781478b81012b2fc154dff,,marian@rwa.co.nz,,Auckland Airport,Auckland,,2024-05-10
Architectural Technician,PGG Wrightson,A new opportunity for an Architectural Technician to join a busy Design team and experience growing with a national home construction brand.,https://www.seek.co.nz/job/75750578?type=standout&ref=search-standalone&origin=cardTitle#sol=e08da0cdd85ab955daddc4e1b832fbf050606e7a,,phughes@mikegreerhomes.co.nz,,Auckland Airport,Auckland,,2024-05-10
Technical Advisor,Tradestaff,Great opportunity for a passionate Technical Advisor in Canterbury.,https://www.seek.co.nz/job/75742171?type=standout&ref=search-standalone&origin=cardTitle#sol=be7bf156568eedeb8453f7ef8a00f844dfdda972,,,027 636 8082,Auckland Airport,Auckland,,2024-05-10
Mid-Senior Level Developer,Mystro Management Limited,Assist us with the creation of a new product and work with the latest AWS technologies.  There is no need to support any legacy systems.,https://www.seek.co.nz/job/75739504?type=promoted&ref=search-standalone&origin=cardTitle#sol=9653620192553239edda69bcb6f16e6f055e5813,,angela.miller@orbitwellington.com,,Stratford,Taranaki,"$102,000 to $120,000",2024-05-10
Territory Manager Medical Devices,Synergy Consulting Group 2008 Ltd,An exciting opportunity exists for an experienced medical devices territory manager to drive change & add impact in the medical device industry.,https://www.seek.co.nz/job/75120978?type=standout&ref=search-standalone&origin=cardTitle#sol=5b7b597c16918490dff310dc5fabebc47a412b45,,chrisb@synergyconsult.co.nz,,Stratford,Taranaki,$110'000k + Vehicle,2024-05-10
Health& Safety Specialist (6 Week Contract Role),Impac Services Limited,Looking for some short-term H & S project work? This could be a great opportunity for you.,https://www.seek.co.nz/job/75739375?type=standard&ref=search-standalone&origin=cardTitle#sol=d6f71cf2e8f805d304936cad39b86510c381f966,,,027 353 2625,Stratford,Taranaki,,2024-05-10
Sales Manager-BDM,ADVANCE INTERNATIONAL CLEANING SYSTEMS (NZ) LTD,"We are seeking an organised, dynamic and results focused Sales Manager to promote and represent our products in the greater Hawkes Bay Region",https://www.seek.co.nz/job/75739372?type=standout&ref=search-standalone&origin=cardTitle#sol=d46e80f10209d0bd1a57a4fe0d577c55ae8f27a7,,careers@advanceclean.co.nz,,Stratford,Taranaki,,2024-05-10
Senior Contract Manager - Business Partner,Land Information New Zealand,Provide specialised advice to our property management teams and feed into the delivery of Crown Property objectives and work programmes.,https://www.seek.co.nz/job/75740667?type=standout&ref=search-standalone&origin=cardTitle#sol=c3cce8a7d5fdd6d6bf5dd449520cc386999cfc1b,,opportunities@linz.govt.nz,,Stratford,Taranaki,,2024-05-10
Deputy Chief Executive - Policy,Ministry of Transport,Deliver the Policy group’s strategy and functions through the provision of robust and pragmatic policy advice and empowering people leadership.,https://www.seek.co.nz/job/75748190?type=standout&ref=search-standalone&origin=cardTitle#sol=4537e5c6a066d1c614ca6c29fd2406a6d3fae6e3,,r.bakker@transport.govt.nz,022 014 5419,Stratford,Taranaki,,2024-05-10
Tumuaki,"Otago Polytechnic | Te Pūkenga","Be at the forefront of Māori education, making a real and sustainable difference for ākonga, their whānau and our wider hāpori.",https://www.seek.co.nz/job/75743771?type=standout&ref=search-standalone&origin=cardTitle#sol=14dd6e7f981eed42a493cb7f2effcbef48654a92,,shaun.tahau@op.ac.nz,,Stratford,Taranaki,,2024-05-10
Estimator/Quantity Surveyor,Glasshouse Recruitment Limited,Innovated & forward thinking D&B commercial contractor. Take the next step in your career. Join a business to enhance your career & personal lifestye.,https://www.seek.co.nz/job/75749926?type=standout&ref=search-standalone&origin=cardTitle#sol=57a36bb4c18b72ed7cddd91e7dd1101c5a94c20e,,natasha@glasshouserecruitment.co.nz,,Stratford,Taranaki,,2024-05-10
"HR Advisor, Human Resources",Te Whatu Ora Health New Zealand- Counties Manukau,"Counties Manukau District, one of Auckland’s largest employers, is looking for experienced HR Advisor to join our diverse team",https://www.seek.co.nz/job/75741663?type=standout&ref=search-standalone&origin=cardTitle#sol=e11a3b713b4dbb51e3fdb593962e52c7526e4179,,tangi.namulauulu@middlemore.co.nz,,Stratford,Taranaki,,2024-05-10
Project Manager,Dunes Consulting,Join the Justice League of Bridges here in NZ,https://www.seek.co.nz/job/75746914?type=standout&ref=search-standalone&origin=cardTitle#sol=45e4d8c5acac49d6c7784d1aab8c0ce2002893d9,,Israel@Dunesconsulting.co.nz,027 289 4017,Stratford,Taranaki,,2024-05-10
Business Services Senior Accountant,KG Recruitment Ltd,This successful CA firm has had solid growth as they practice what they advise to some very interesting SME clients.,https://www.seek.co.nz/job/75741898?type=standout&ref=search-standalone&origin=cardTitle#sol=01ae08113bec5ce8bda5a14746b76fe7791d9420,,kathy@kgrecruitment.co.nz,,Stratford,Taranaki,$55 – $80 per hour,2024-05-10
"Counsellor, group facilitator, play therapist, social worker",Abuse Prevention Services,Come and joined a skilled and passionate team dedicated to addressing family violence with a whole whanau approach.,https://www.seek.co.nz/job/75750719?type=standard&ref=search-standalone&origin=cardTitle#sol=e0aadd2dbfce646568cc99a2864bf0f4f963eec7,,suzanne.s@abuseprevention.org.nz,,Stratford,Taranaki,Salary plus 4% KiwiSaver,2024-05-10
Projects Coordinator,Technical Recruitment Solutions,"Support the scoping, planning, scheduling, finance, control & reporting of project delivery. Advanced Excel and proven project coordination required.",https://www.seek.co.nz/job/75740440?type=standout&ref=search-standalone&origin=cardTitle#sol=1f15d4c5db110281754790d075eb9d8bd544ae2c,,andrew@trs.co.nz,,Stratford,Taranaki,"$100,000 – $120,000 per year + WFH",2024-05-10
"Kaiārahi Whakaaturanga Toi | Exhibitions Manager (Toi)",Wellington Museums Trust,"Working together with and for Wellington to create remarkable experiences that generate vitality, strengthening the city we love.",https://www.seek.co.nz/job/75740292?type=standout&ref=search-standalone&origin=cardTitle#sol=21ba7cc4a38e40eee7cc4dddf708ce75281d0014,,hr@experiencewellington.org.nz,,Stratford,Taranaki,"$68,000 – $94,000 per year",2024-05-10
Quantity Surveyor,Franklin Smith,Join this high-performing team and take the lead on a confirmed $70mil Apartment project on the outskirts of Auckland CBD.,https://www.seek.co.nz/job/75743984?type=standard&ref=search-standalone&origin=cardTitle#sol=5f55352aad6172a336f6d75d3d4c4a5d7cf3198e,,tom@franklinsmithgroup.co.nz,,Stratford,Taranaki,$32 – $42 per hour,2024-05-10
Senior Communications Advisor,Energy Efficiency & Conservation Authority,An exciting fixed-term opportunity to join EECA's communications and content team.,https://www.seek.co.nz/job/75745367?type=standout&ref=search-standalone&origin=cardTitle#sol=473cbf08ab503bbade2aced7ee287ddf6cb35ccb,,careers@eeca.govt.nz,,Stratford,Taranaki,,2024-05-10
IT and Web Development Manager,Forte Recruitment Ltd,An exciting opportunity to deliver innovative digital modernisation projects for a non-profit organisation. Bring your LAMP-stack experience.,https://www.seek.co.nz/job/75750724?type=standout&ref=search-standalone&origin=cardTitle#sol=4d565313f19f93a754b53a750afd6235fa6cc0c3,,Matt@forterecruitment.co.nz,,Stratford,Taranaki,,2024-05-10
Deputy Chief Executive - Corporate Services,Ministry of Transport,"Senior leadership role of the Ministry, delivering the Group’s strategy and functions and empowering people leadership.",https://www.seek.co.nz/job/75747540?type=standout&ref=search-standalone&origin=cardTitle#sol=678c0484b27fd6b3e258a2332182d2cd426244a6,,r.bakker@transport.govt.nz,022 014 5419,Stratford,Taranaki,,2024-05-10
Consultant - Assisted Technology,Taska360,We are seeking a Consultant - Assisted Technology to join our client's team within their digital channels workstream.,https://www.seek.co.nz/job/75744542?type=standout&ref=search-standalone&origin=cardTitle#sol=3ce736e446b30ba4bfd77922d7f0adbeee2ab481,,lyaz.dmello@taska.co.nz,,Stratford,Taranaki,,2024-05-10
Foreperson – Structures,Tauranga City Council,Lead a ground crew that is focused on maintaining structures & assets across Tauranga. You will be responsible for the day-to-day management operators,https://www.seek.co.nz/job/75747766?type=standout&ref=search-standalone&origin=cardTitle#sol=f9337c0df8775ab7736054e7daa8c1eaebd1bc17,,cara.hunt@tauranga.govt.nz,0272024681,Stratford,Taranaki,,2024-05-10
Software Engineer - Backend,Crown Equipment Limited,Develop the APIs used to deploy automated forklifts into the field!,https://www.seek.co.nz/job/75752957?type=standout&ref=search-standalone&origin=cardTitle#sol=f585b8342bfb34f0a32b97bddf555b83a6c3b13c,,,3903672267,Stratford,Taranaki,"$72,000 – $80,000 per year",2024-05-10
Procurement Advisor/Senior Procurement Advisor,Te Papa Museum,"We are looking for the right person to bring fresh ideas, as well as an open, flexible approach, and a strong drive for delivering excellent service.",https://www.seek.co.nz/job/75750666?type=standout&ref=search-standalone&origin=cardTitle#sol=4524bf7379f72ff95325b66a920df51017de898d,,Peter.Corley@TePapa.govt.nz,,Stratford,Taranaki,"NZD 38 - 42 per hour, GENEROUS WAGE",2024-05-10
Consultant - Workflow and Operations,Taska360,We are seeking a Consultant - Workflow and Operations to join our client's team within a digital change project,https://www.seek.co.nz/job/75744711?type=standout&ref=search-standalone&origin=cardTitle#sol=48b9bbc5858f942e7a74cb83dc9949334ad2b78b,,lyaz.dmello@taska.co.nz,,Stratford,Taranaki,$30 per hour - Per class rate varies,2024-05-10
Roofer,KINGS RECRUITMENT LTD,Roofers needed for Auckland roofing company to join a growing team. Utilise your exp & develop your skills. At least 3-5 years’ experience is ideal.,https://www.seek.co.nz/job/75750224?type=standout&ref=search-standalone&origin=cardTitle#sol=f9d53865a29c4c20e848b9693e64b7b5d66a5ecd,,amanda@kingsrecruitment.co.nz,,Stratford,Taranaki,,2024-05-10
Engineering Manager,Kawerau District Council,As a result of an internal promotion the Kawerau District Council now has a vacancy for an Engineering Manager.,https://www.seek.co.nz/job/75740681?type=standard&ref=search-standalone&origin=cardTitle#sol=e466341a5c307ed760233bc68ecd8769ab059ed7,,vacancy@kaweraudc.govt.nz,,Stratford,Taranaki,,2024-05-10
Canvas fabricator,Saiwi Limited (trading as Bay Canvas),Very creative and varied canvas fabrication job in the beautiful Bay of Plenty,https://www.seek.co.nz/job/75739206?type=standout&ref=search-standalone&origin=cardTitle#sol=6f34741e5097b661bd18106b81fe09fdb2deed13,,accounts@baycanvas.co.nz,,Stratford,Taranaki,,2024-05-10
Senior Project Manager,Pipeline & Civil Ltd,Want to join a work winning team and cement your future with a company that values their people?,https://www.seek.co.nz/job/75739121?type=standard&ref=search-standalone&origin=cardTitle#sol=1fc19946a3b3b28e0bd99943055a47ef59211206,,jobs@pipelinecivil.co.nz,021 171 9940,Stratford,Taranaki,,2024-05-10
Commercial Associate,Fluid Legal,Our client is offering an excellent opportunity for a Senior Solicitor or Associate (4+ PQE) within their commercial space. Express your interest!,https://www.seek.co.nz/job/75741208?type=standout&ref=search-standalone&origin=cardTitle#sol=d85a57ca78e75d6d51d52bab64238822ec42a0b7,,simone@fluidrecruitment.co.nz,021 171 9600,Stratford,Taranaki,,2024-05-10
Senior FMIS Specialist,H2R Consulting,Senior FMIS Specialist,https://www.seek.co.nz/job/75741059?type=standard&ref=search-standalone&origin=cardTitle#sol=7fd0692efc4862476b494eaace872dc6d282d915,,mike.healy@h2r.co.nz,,Stratford,Taranaki,,2024-05-10
National Manager Property - Flexible location - Permanent,Fire and Emergency New Zealand,Property management at FENZ is changing and we are seeking an outstanding individual to manage our property portfolio.,https://www.seek.co.nz/job/75743605?type=standout&ref=search-standalone&origin=cardTitle#sol=62b912f746924576cee8240d6a0e3cd4b0e5864a,,nhqjobs@fireandemergency.nz,,Stratford,Taranaki,,2024-05-10
General Practice Nurse – Permanent Roles- All Auckland locations,ProCare,"Deliver patient care within your community, supported by a tight knit team. Build sound relationships, have a positive impact on wellbeing of patients",https://www.seek.co.nz/job/75741666?type=standout&ref=search-standalone&origin=cardTitle#sol=18835e99a250477a2a7764a13625b676784946bd,,muriel.shringi@procare.co.nz,,Stratford,Taranaki,,2024-05-10
Contractor CrossFit Coach,Lifelong Wellness Limited,We are seeking a passionate and enthusiastic coach to join our team at Hypha CrossFit to help build a thriving and inclusive fitness community.,https://www.seek.co.nz/job/75744037?type=standout&ref=search-standalone&origin=cardTitle#sol=03f97003251bbbddd20dfacef87e64bb3c0f07ed,,admin@hypha.fit,,Stratford,Taranaki,,2024-05-10
Commercial Site Manager,Lynx Recruitment Ltd,Site Manager for Commercial Projects in Auckland,https://www.seek.co.nz/job/75752632?type=standout&ref=search-standalone&origin=cardTitle#sol=5cb47ee97c3c1eadc09a9778f0cd20730109cb36,,mark@lynxrecruitment.co.nz,,Wellington Central,Wellington,Hybrid Working Model,2024-05-10
Social Worker - Intensive Family Service,Stand Children's Services,Join us and help create a world where children and families are valued and flourish.,https://www.seek.co.nz/job/75741191?type=standout&ref=search-standalone&origin=cardTitle#sol=d5db42a5f4b7238bdbb20a60fdd5755b7db62ef5,,soraya.teiringa@standforchildren.org.nz,027 289 2414,Wellington Central,Wellington,"$75,000 – $80,000 per year",2024-05-10
National Manager Property - Flexible location - Permanent,Fire and Emergency New Zealand,Property management at FENZ is changing and we are seeking an outstanding individual to manage our property portfolio.,https://www.seek.co.nz/job/75743606?type=standout&ref=search-standalone&origin=cardTitle#sol=de5248fb40147501972b2b03692d1eb17eeb55e9,,nhqjobs@fireandemergency.nz,,Wellington Central,Wellington,$79.10 - $102.42 + Kiwisaver,2024-05-10
Senior CT MIT,Auckland Radiology Group,We have an exciting opportunity for a Senior CT MIT to support the provision of efficient imaging radiology services in our Auckland branch!,https://www.seek.co.nz/job/75754672?type=standout&ref=search-standalone&origin=cardTitle#sol=3f083a632cdb0da5854e29c377b2eec7d9d1a92c,,people@rhcnz.com,,Wellington Central,Wellington,$120000 - $130000,2024-05-10
Sales Engineer - Digital Displays,BSI People Pty Limited,Intnl. vendor seeks experienced digital display specialist to develop technical solutions for commercial installation projects.,https://www.seek.co.nz/job/75741569?type=standard&ref=search-standalone&origin=cardTitle#sol=4109c93cd9fd48cd01810da2b221de6c01822f81,,rpierce@bsipeople.com,,Wellington Central,Wellington,,2024-05-10
Nurse,The Whanau Ora Community Clinic,"Join a passionate, friendly and supportive team today",https://www.seek.co.nz/job/75750094?type=standard&ref=search-standalone&origin=cardTitle#sol=fd388a186ea34b7f155c6cd8067d7d4c5c701c90,,drtangri@toa.org.nz,,Wellington Central,Wellington,,2024-05-10
Social Worker / Kaiarahi Navigator,Whakatohea Maori Trust Board,You need to be a qualified Social Worker for this role. Join our diverse team who love to help people be the best they can be.,https://www.seek.co.nz/job/75751174?type=standard&ref=search-standalone&origin=cardTitle#sol=4f2f17f85739d168dc81a784cb1dfd17fe41a3aa,,peopleandculture@whakatohea.co.nz,,Wellington Central,Wellington,,2024-05-10
Recruitment Coordinator - Resident Doctors Support Team,Health New Zealand – Te Whatu Ora – Waitaha Canterbury,Our Resident Doctors' Support Team are looking for a Recruitment Coordinator in Christchurch.,https://www.seek.co.nz/job/75744313?type=standout&ref=search-standalone&origin=cardTitle#sol=895db8a3d0ca946e0961a75ba073b47f0144ec64,,kerri.mccarthy2@cdhb.health.nz,,Wellington Central,Wellington,,2024-05-10
Senior Project Coordinator,Brannigans Consulting Limited,The role is pivotal to supporting the delivery of our capital plan projects and will involve engagement across a wide range of stakeholders,https://www.seek.co.nz/job/75747097?type=standout&ref=search-standalone&origin=cardTitle#sol=fbf33c0c1c09e046d6cdd34d29eb53c59944d1f0,,careers@corrections.govt.nz,,Wellington Central,Wellington,,2024-05-10
Junior Landscape Architect,Stellar Recruitment,Opportunity to grow your career within a dynamic company,https://www.seek.co.nz/job/75748636?type=standout&ref=search-standalone&origin=cardTitle#sol=50a30aa98be3b648dec875703aeb644b1edc46b5,,,027 458 5554,Wellington Central,Wellington,,2024-05-10
Care Home Manager,Waka Kotahi - NZ Transport Agency,"Manage the delivery of top-tier care services, ensuring compliance, staff development & quality improvement across our nationwide aged care facilities",https://www.seek.co.nz/job/75745393?type=standout&ref=search-standalone&origin=cardTitle#sol=f85e7d4a3c567e9455b91d8dd4ed4a8b3a760ddd,,samara.v@stellarrecruitment.co.nz,,Wellington Central,Wellington,,2024-05-10
Lead Business Improvement Specialist (Coporate),,This is a newly created position within the Corporate Capability and Support group which offers plenty of growth.,https://www.seek.co.nz/job/75740552?type=standout&ref=search-standalone&origin=cardTitle#sol=5ef3f90c5e294321225e7c917f5fe49381ce5fef,,careers@nzta.govt.nz,,Wellington Central,Wellington,,2024-05-10
Assistant Manager Psychological Services - Auckland Prison,Department of Corrections,"Elevate your career as Assistant Manager of Psychological Services. Lead a dynamic team, impact lives, and foster a safer community.",https://www.seek.co.nz/job/75744872?type=promoted&ref=search-standalone&origin=cardTitle#sol=b5c6ee95b92aac530d97d87b4780fd73cc3678f3,,careers@corrections.govt.nz,,Auckland Airport,Auckland,"$125,985 - $146,297.",2024-05-10
Security Systems Architect,Basis NZ Limited,A newly created role for a Security Systems Architect passionate about driving security best practice!,https://www.seek.co.nz/job/75752180?type=standout&ref=search-standalone&origin=cardTitle#sol=4f973990adde3caddfa50c9c70447c38927e6265,,talent@wearebasis.com,,Auckland Airport,Auckland,$90 - $100 p.h.,2024-05-10
Civil Estimator,Franklin Smith,Opportunity for an experienced Estimator with extensive knowledge in New Zealand Roading and Drainage.,https://www.seek.co.nz/job/75739336?type=standard&ref=search-standalone&origin=cardTitle#sol=9faffbad91a7aa9bffeab9fd91d6a981f52d3313,,daley@franklinsmithgroup.co.nz,,Auckland Airport,Auckland,"Life & Medical Insurance, Kiwisaver & more",2024-05-10
Solicitor,Robert Walters,"Our client is seeking a dedicated Solicitor to join their collaborative, friendly, and approachable team.",https://www.seek.co.nz/job/75748347?type=standout&ref=search-standalone&origin=cardTitle#sol=6b810981912ee1e237f3a13db67d98d3cf719ca2,,Apryl.Burgess@robertwalters.co.nz,,Auckland Airport,Auckland,"$103,009 - $114-454 (midpoint)",2024-05-10
Kaiako - Te Pīnakitanga ki te reo Kairangi L7,Te Wananga o Aotearoa,Elevate the fluency of te reo Māori for our tauira.,https://www.seek.co.nz/job/75747127?type=standout&ref=search-standalone&origin=cardTitle#sol=cec470e600652dc48e6edf38e39d304c2e4d4ca1,,jobs@twoa.ac.nz,,Auckland Airport,Auckland,Competitive salary plus great benefits,2024-05-10
Family Therapy Practitioner - Family Therapy Service,Stand Children's Services,"We offer a strong sense of team, good working conditions, a genuine commitment to wellbeing and significant training and professional development.",https://www.seek.co.nz/job/75741151?type=standout&ref=search-standalone&origin=cardTitle#sol=e9b5842170f8a67410b88ac12943f689b4300e8d,,ann.collins@standforchildren.org.nz,0220775475,Auckland Airport,Auckland,NZD 110 - 120 per hour,2024-05-10
Senior Project Manager,Stellar Recruitment,Leverage your Project Management experience & contribute to a sustainable future by becoming part of NZ's rapidly expanding Renewable Energy sector!,https://www.seek.co.nz/job/75742107?type=standout&ref=search-standalone&origin=cardTitle#sol=9ca4064d7a40a3fe2fb9cfe56f15ccd792d16d2c,,andrew.k@stellarrecruitment.co.nz,210 299 4861,Auckland Airport,Auckland,,2024-05-10
Security Systems Architect,Basis NZ Limited,A newly created role for a Security Architect passionate about driving security best practice!,https://www.seek.co.nz/job/75752097?type=standout&ref=search-standalone&origin=cardTitle#sol=00c0ec42089083977d03def0183f0f5ef57fc31a,,talent@wearebasis.com,,Auckland Airport,Auckland,,2024-05-10
