title,company,description,link,listedOn,email,phone,city,region,salary,runDate,comms,jobType,fullDescription,jobClassification
ICT Manager,Lumify Group,Seeking a position where you can leverage your leadership abilities in education IT management? Apply today!,https://www.seek.com.au/job/77665131?type=standout&ref=search-standalone&origin=cardTitle#sol=4b98986d8c063fc1fc1a91d2593d5082e5951ef9,,,,Melbourne VIC,Brisbane QLD,"$90,000 ?�? $120,000 per year",30/07/2024,,,,
Database Administrator 350370,Department of Justice,"Undertake installation, maintenance, administration and support of the Department?�?s Enterprise Systems.",https://www.seek.com.au/job/77665379?type=standout&ref=search-standalone&origin=cardTitle#sol=e1d442f9dc573d8c734d49cb356e3114b3db19a2,,tina.cooper@justice.tas.gov.au,,Melbourne VIC,Brisbane QLD,,30/07/2024,30/07/2024,,,
"Project Coordinator (Part-time, Contract)",HB Group (Qld) Pty Ltd,"Part-time, Contractual role for Project Coordinator/Manager for CMS Implementation in Toowoomba NFP organisation. 2-3 days/week until April 2025.",https://www.seek.com.au/job/77670614?type=standard&ref=search-standalone&origin=cardTitle#sol=a134c7642011370b11a1d933cfb4070bfa08d244,,,,Melbourne VIC,Brisbane QLD,,30/07/2024,,,,
Information Security Analyst,Albury Wodonga Health,The Information Security Analyst provide onsite and remote day-to-day ICT Security support for all information assets of AWH.,https://www.seek.com.au/job/77673421?type=standout&ref=search-standalone&origin=cardTitle#sol=5a045b04e4338f4f47badfd0f9172f9938c80bfe,,Lachlan.Takle@awh.org.au,,Melbourne VIC,Brisbane QLD,,30/07/2024,30/07/2024,,,
Service Desk Support Engineer,Techtronic Industries,Provide support to onsite and remote staff in troubleshooting issues faced by Users at our brand-new Distribution Centre located at Kemps Creek.,https://www.seek.com.au/job/77697577?type=standout&ref=search-standalone&origin=cardTitle#sol=b67c195767981e3ee0bcf3b80150411e16856d64,,,,Melbourne VIC,Brisbane QLD,,30/07/2024,,,,
Business Analyst (TechnologyOne Projects),Tamworth Regional Council,Are you an experienced TechnologyOne specialist looking to be a part of transforming business systems. Council are seeking a Business Analyst!,https://www.seek.com.au/job/77678632?type=standout&ref=search-standalone&origin=cardTitle#sol=a92911f841537c0a971e9f0d9b94e03816887f18,,,,Melbourne VIC,Brisbane QLD,,30/07/2024,,,,
"Client Support Analyst, Business Team.",Health-e Workforce Solutions,Join our Business Team as a Client Support Analyst and contribute to transforming healthcare workforce management across Australia and New Zealand.,https://www.seek.com.au/job/77704044?type=standard&ref=search-standalone&origin=cardTitle#sol=68742b874bce4ace19555fd95a6a2d7502cc750f,,,,Melbourne VIC,Brisbane QLD,,30/07/2024,,,,
Applications Manager,ZircoDATA,We are seeking an Applications Manager to oversee and coordinate application support and system administration activities.,https://www.seek.com.au/job/77704769?type=standout&ref=search-standalone&origin=cardTitle#sol=da8cf2a0bc24520a1621ff4a1fc4847722a7a8c6,,,,Melbourne VIC,Brisbane QLD,,30/07/2024,,,,
"Solution Architect - Technology, Applications and Systems Integration",KPMG,Play a crucial role by driving and owning??the end-to-end solution architecture. Lead large complex programs and act as the technical trusted advisor.,https://www.seek.com.au/job/77666276?type=standout&ref=search-standalone&origin=cardTitle#sol=6c77bff0ab9d878e84da4fded5264591924d3125,,,,Melbourne VIC,Brisbane QLD,,30/07/2024,,,,
Principal Technology Architect,Perth Airport Pty Ltd,"Reporting to the General Manager Information Systems, you will have the opportunity to lead the IT roadmap across the entire organisation.",https://www.seek.com.au/job/77706009?type=standout&ref=search-standalone&origin=cardTitle#sol=cfe614fc15a98a941613975d4a81aaad065623be,,,,Melbourne VIC,Brisbane QLD,,30/07/2024,,,,
Field Engineer 3,Unisys,Ensure client specific Service Level Agreements are met and incident and request tickets are updated accordingly within the ticketing system.,https://www.seek.com.au/job/77664891?type=standout&ref=search-standalone&origin=cardTitle#sol=39df07d964c48568a8e666c5d2b2ba02ce8f322d,,GlobalRecruiting@unisys.com,888-560-1782,Melbourne VIC,Brisbane QLD,,30/07/2024,30/07/2024,,,
Junior Project Manager,FMC Australasia Pty Ltd,Junior Project Manger Position with Immediate Start Available - Brisbane northern suburbs - Tech / Telecom industry - Career Progression opportunities,https://www.seek.com.au/job/77664868?type=standard&ref=search-standalone&origin=cardTitle#sol=56cd8b9a6c4b9ab97dbacf403606ea89595edd46,,,,Melbourne VIC,Brisbane QLD,,30/07/2024,,,,
IT Site Lead (12 Month Fixed Term),Hudson - Projects & Transformation,Fantastic opportunity for a experienced Level 3 support or site IT Lead - friendly supportive team environment!,https://www.seek.com.au/job/77666712?type=standout&ref=search-standalone&origin=cardTitle#sol=a90afc73122578fc3a8b740b7eaecfea71c22c32,,,,Melbourne VIC,Brisbane QLD,,30/07/2024,,,,
ICT Service Delivery Coordinator - Brisbane CBD,Pinsent Masons,* Initial six month contact * Brisbane CBD with flexible work arrangements * Must be Brisbane based to apply for this role,https://www.seek.com.au/job/77694500?type=standard&ref=search-standalone&origin=cardTitle#sol=790ca5abd355e07495b54460a657dbd94f05f17c,,kylie.graham@hudson.com,,Melbourne VIC,Brisbane QLD,,30/07/2024,29/07/2024,,,
Service Desk Technician - Melbourne - 5m FTC,Secure Internet Storage Solutions,5m FTC first-line IT support for Melbourne.,https://www.seek.com.au/job/77666685?type=standout&ref=search-standalone&origin=cardTitle#sol=11cd3cc2511cef071a97a0106e1a2072c6f0350c,,,,Melbourne VIC,Brisbane QLD,,30/07/2024,,,,
Network Engineer,Luerssen Australia Pty Ltd,"We are seeking a seasoned Network Engineer to join our growing and dynamic team. Ready to implement, manage and secure networks across Australia?!?",https://www.seek.com.au/job/77669320?type=standard&ref=search-standalone&origin=cardTitle#sol=04a1a09c4483932d71774e3c2e138f38837e7716,,,,Melbourne VIC,Brisbane QLD,,30/07/2024,,,,
Data Analyst,,This role is responsible for supporting Business and Project Applications and is a direct report of the Configuration Manager for Luerssen Australia.,https://www.seek.com.au/job/77667573?type=standout&ref=search-standalone&origin=cardTitle#sol=96b18f3b10913a7ab5dab4ee6c1c2290cc04a335,,,,Melbourne VIC,Brisbane QLD,,30/07/2024,,,,
Head of Data Lake,Vocus,"Are you looking for an awesome place to work, where you can proudly be your authentic self, and be part of #oneteam?",https://www.seek.com.au/job/77678902?type=promoted&ref=search-standalone&origin=cardTitle#sol=aa1e9b13e39df7f4b92b00f7cbb60a5eb44c4ec2,,,,North Sydney,Sydney NSW,"$75,000 ?�? $80,000 per year",30/07/2024,,,,
Digital Executive,CBHS Health Fund Limited,"Our members are at the heart of everything we do. Our vision is to deliver more than great health insurance, building healthier & happier communities.",https://www.seek.com.au/job/77665937?type=promoted&ref=search-standalone&origin=cardTitle#sol=37ea378044f7f04aa69ac0967c51ca278c116064,,help@cbhs.com.au,,North Sydney,Sydney NSW,Our people build skills for the future,30/07/2024,30/07/2024,,,
"Solution Architect - Technology, Applications and Systems Integration",KPMG,Play a crucial role by driving and owning??the end-to-end solution architecture. Lead large complex programs and act as the technical trusted advisor.,https://www.seek.com.au/job/77666276?type=standout&ref=search-standalone&origin=cardTitle#sol=24692841ab3fa7ae613f4cb240fea7e618ba1a49,,,,North Sydney,Sydney NSW,"VPS6 - $130,673.00 - $174,869.00 + Superannuation",30/07/2024,,,,
Transition Lead,Department of Transport and Planning,Managing the business cutover plans for migration of VTDE Program,https://www.seek.com.au/job/77682215?type=standout&ref=search-standalone&origin=cardTitle#sol=1edf953d7c921c40cd9755ca690fbbff205401ce,,ronnie.oliver@transport.vic.gov.au,,North Sydney,Sydney NSW,"$90,000 ?�? $120,000 per year",30/07/2024,30/07/2024,,,
Network Engineer,Secure Internet Storage Solutions,"We are seeking a seasoned Network Engineer to join our growing and dynamic team. Ready to implement, manage and secure networks across Australia?!?",https://www.seek.com.au/job/77669320?type=standard&ref=search-standalone&origin=cardTitle#sol=9be1244cfc7b6572303e265efec9cbaa02154bb3,,,,North Sydney,Sydney NSW,"$161,770 - $169,261 p.a.",30/07/2024,,,,
Service Desk Technician - Melbourne - 5m FTC,Pinsent Masons,5m FTC first-line IT support for Melbourne.,https://www.seek.com.au/job/77666685?type=standout&ref=search-standalone&origin=cardTitle#sol=c7014c1483c42685573cbf69d0cf542a224971a7,,,,North Sydney,Sydney NSW,"$70,000 ?�? $80,000 + super per year",30/07/2024,,,,
IT Site Lead (12 Month Fixed Term),FMC Australasia Pty Ltd,Fantastic opportunity for a experienced Level 3 support or site IT Lead - friendly supportive team environment!,https://www.seek.com.au/job/77666712?type=standout&ref=search-standalone&origin=cardTitle#sol=f100c69c2dc91e76c152f35cc5b94df699782f58,,,,North Sydney,Sydney NSW,"$127,842 to $136,895 p.a.",30/07/2024,,,,
Technical Lead/Systems Engineer,Myriota,Opportunity to work on next-generation satellite IoT projects,https://www.seek.com.au/job/77701125?type=standout&ref=search-standalone&origin=cardTitle#sol=98bfad7694497810ec50a3528c1239ff87d5cfb8,,,,North Sydney,Sydney NSW,Salary packaging + benefits,30/07/2024,,,,
Director Delivery,Department of Transport and Main Roads,Ready to lead the charge in advancing government cyber security? Become the Director of Delivery and make a significant impact,https://www.seek.com.au/job/77670717?type=standout&ref=search-standalone&origin=cardTitle#sol=74cf845fe579eeed09375d52fba6131cb70eabed,,pjenkins@decipherbureau.com,,North Sydney,Sydney NSW,$39.47 - $52.63 per hour (inclusive of super),30/07/2024,30/07/2024,,,
Data Analyst,Luerssen Australia Pty Ltd,This role is responsible for supporting Business and Project Applications and is a direct report of the Configuration Manager for Luerssen Australia.,https://www.seek.com.au/job/77667573?type=standout&ref=search-standalone&origin=cardTitle#sol=3ea34c12a87f077415ede1f088bd7741eeeb52dd,,,,North Sydney,Sydney NSW,"Salary:? $110,940 pa + super + 19 day month",30/07/2024,,,,
Junior Front-End Developer,Quad Services Pty Ltd,"Excellent opportunity for a front-end developer. Permanent full-time role, immediately available. Experience in AngularJS is an advantage.",https://www.seek.com.au/job/77666386?type=standard&ref=search-standalone&origin=cardTitle#sol=73d61c91b4a083c6c04706b2683c897a153e4f4f,,,,North Sydney,Sydney NSW,"We embrace diversity, inclusion and belonging",30/07/2024,,,,
Principal Information Security Specialist,Queensland Police Service,"An opportunity to be the lead for the Vulnerability Management Practise, mentoring and supervising team members.",https://www.seek.com.au/job/77675148?type=standout&ref=search-standalone&origin=cardTitle#sol=63e92779d780ed07dde0ccf59f8f50de09566226,,,,North Sydney,Sydney NSW,80-90k (negotiable on Experience),30/07/2024,,,,
Infrastructure Architect,Anglicare,We have an exciting opportunity for a dynamic Infrastructure Architect!,https://www.seek.com.au/job/77667608?type=standout&ref=search-standalone&origin=cardTitle#sol=edfd2c27ccb4556446588bd40d79d09844aab393,,,,North Sydney,Sydney NSW,"$137,173 - $163,431",30/07/2024,,,,
Application Support Analyst,Verse Group,12 month contract! Growth opportunity! Hybrid role!,https://www.seek.com.au/job/77683950?type=standout&ref=search-standalone&origin=cardTitle#sol=46b333be0474c70fa5ed41326ad7f4eae13c3ed3,,matthew.burke@versegroup.com.au,,North Sydney,Sydney NSW,AUD 100 - 140 per hour,30/07/2024,30/07/2024,,,
Data Migration Analyst,Maroondah City Council,Maroondah City Council is seeking a talented and passionate Data Migration Analyst to join the Cyber and Technology Team.,https://www.seek.com.au/job/77673350?type=standout&ref=search-standalone&origin=cardTitle#sol=d5779c9fbb38bb4652426743f422b79451bafe2a,,,,North Sydney,Sydney NSW,"$75,000 ?�? $80,000 per year",30/07/2024,,,,
Field Engineer 3,Unisys,Ensure client specific Service Level Agreements are met and incident and request tickets are updated accordingly within the ticketing system.,https://www.seek.com.au/job/77664891?type=standout&ref=search-standalone&origin=cardTitle#sol=43814562efc949df61fb4a93aa37ba534eda529b,,GlobalRecruiting@unisys.com,888-560-1782,North Sydney,Sydney NSW,Up to $1000 per day,30/07/2024,30/07/2024,,,
Junior Project Manager,Mid North Coast Local Health District,Junior Project Manger Position with Immediate Start Available - Brisbane northern suburbs - Tech / Telecom industry - Career Progression opportunities,https://www.seek.com.au/job/77664868?type=standard&ref=search-standalone&origin=cardTitle#sol=96b666d7b9a680aa8d1864b09a2a142447ba1939,,,,North Sydney,Sydney NSW,,30/07/2024,,,,
Cyber Security Risk Manager (HM4) - Location Negotiable within the MNCLHD,Ignite,"Employment Type:??Permanent??Full Time Position Classification: Health Manager Level 4 Remuneration: $137,173 - $163,431 Hours Per Week:??38",https://www.seek.com.au/job/77665106?type=standout&ref=search-standalone&origin=cardTitle#sol=5ac74c15af38dc7e9e445f4be819856c4d85b6d4,,ian.treweek@health.nsw.gov.au,,North Sydney,Sydney NSW,,30/07/2024,30/07/2024,,,
Microsoft Cloud Administrator,CBHS Health Fund Limited,Location:?? ACT ?? Duration:?? 12 months with 2x 12 months extension?? Citizenship requirements:???? Australian Citizen -,https://www.seek.com.au/job/77705707?type=standout&ref=search-standalone&origin=cardTitle#sol=c4a452eea6249fc74827e53d6e78a3000bb8f491,,,,North Sydney,Sydney NSW,,30/07/2024,,,,
Digital Executive,FIRESOFT People,"Our members are at the heart of everything we do. Our vision is to deliver more than great health insurance, building healthier & happier communities.",https://www.seek.com.au/job/77665937?type=standout&ref=search-standalone&origin=cardTitle#sol=5b63020bd16c0b394945ebd994bbeb92b9ebd634,,help@cbhs.com.au,,North Sydney,Sydney NSW,,30/07/2024,30/07/2024,,,
Integration and Verification & Validation Lead,University of New South Wales,An exciting new opportunity for those who like defence contracts!,https://www.seek.com.au/job/77703649?type=standout&ref=search-standalone&origin=cardTitle#sol=3e7d2b58a9a66481160b657e3e1365dc9bba1cbe,,,,North Sydney,Sydney NSW,,30/07/2024,,,,
Program Manager,,"Program Manager within UNSW IT (Division of Operations) in the planning, development and implementation of large programs within the IT Portfolio.",https://www.seek.com.au/job/77674745?type=standard&ref=search-standalone&origin=cardTitle#sol=9daf9e027626ad61c8fe9a224aee747011dc839a,,j.maclachlan@unsw.edu.au,,North Sydney,Sydney NSW,,30/07/2024,14/07/2024,,,
Digital Executive,CBHS Health Fund Limited,"Our members are at the heart of everything we do. Our vision is to deliver more than great health insurance, building healthier & happier communities.",https://www.seek.com.au/job/77665937?type=promoted&ref=search-standalone&origin=cardTitle#sol=ab159772e327fab96e113dfdd57ab73b02358327,,help@cbhs.com.au,,Parramatta,Sydney NSW,"$75,000 ?�? $80,000 per year",30/07/2024,30/07/2024,,,
Network Security Engineer (6 month contract),Leidos Australia Pty Ltd,Are you ready to be part of an energetic high performing Cyber security team doing work that matters?We have a great opportunity to join a highly moti,https://www.seek.com.au/job/77702045?type=promoted&ref=search-standalone&origin=cardTitle#sol=5b87df00413b067f2be8d129428181b3687caeff,,,,Parramatta,Sydney NSW,Subsidised health insurance + stock discounts,30/07/2024,,,,
